Mars ghost image path in C12
This file created at 24-Jul-2017 14:14:21 by J. Van Cleve K2 Science Office
FFI mid-time 01-Feb-2017 10:11:33 Z MJD 57785.42469
FFI ghost RA  350.36440 DEC   -6.86951 Mag  -0.120 m  18 o   2 r  375.6 c  505.8
Location of Mars ghost in each Cadence for which Mars in within 2 degrees of FOV, mod  = -1 means not on silicon
Note Mars ghost will cast straylight even if ghost is not on silicon.  Magnitude is for direct image 
RCI    |Calendar |MJD     |Ra       |Dec    |V-Mag |Mod   |Out   |Row  |Col
 2629|07-Feb-2017 13:42:48 Z|57791.57138| 347.00757|  -8.43745|  0.008| 23|  1|1060.9|1107.7
 2630|07-Feb-2017 14:12:13 Z|57791.59182| 346.99625|  -8.44263|  0.009| 23|  1|1071.9|1105.6
 2631|07-Feb-2017 14:41:38 Z|57791.61225| 346.98493|  -8.44781|  0.010| 23|  4|1080.8|1103.8
 2632|07-Feb-2017 15:11:04 Z|57791.63268| 346.97361|  -8.45299|  0.010| 23|  4|1069.8|1101.7
 2633|07-Feb-2017 15:40:29 Z|57791.65312| 346.96228|  -8.45817|  0.010| 23|  4|1058.8|1099.7
 2634|07-Feb-2017 16:09:55 Z|57791.67355| 346.95094|  -8.46335|  0.010| 23|  4|1047.8|1097.6
 2635|07-Feb-2017 16:39:20 Z|57791.69399| 346.93961|  -8.46854|  0.010| 23|  4|1036.9|1095.5
 2636|07-Feb-2017 17:08:46 Z|57791.71442| 346.92828|  -8.47372|  0.010| 23|  4|1025.9|1093.4
 2637|07-Feb-2017 17:38:11 Z|57791.73485| 346.91695|  -8.47890|  0.010| 23|  4|1014.9|1091.3
 2638|07-Feb-2017 18:07:37 Z|57791.75529| 346.90562|  -8.48408|  0.010| 23|  4|1003.9|1089.3
 2639|07-Feb-2017 18:37:02 Z|57791.77572| 346.89428|  -8.48926|  0.010| 23|  4| 992.9|1087.2
 2640|07-Feb-2017 19:06:28 Z|57791.79615| 346.88295|  -8.49443|  0.010| 23|  4| 982.0|1085.1
 2641|07-Feb-2017 19:35:53 Z|57791.81659| 346.87162|  -8.49961|  0.010| 23|  4| 971.0|1083.0
 2642|07-Feb-2017 20:05:19 Z|57791.83702| 346.86028|  -8.50479|  0.010| 23|  4| 960.0|1080.9
 2643|07-Feb-2017 20:34:44 Z|57791.85745| 346.84895|  -8.50997|  0.010| 23|  4| 949.0|1078.9
 2644|07-Feb-2017 21:04:10 Z|57791.87789| 346.83761|  -8.51515|  0.010| 23|  4| 938.1|1076.8
 2645|07-Feb-2017 21:33:35 Z|57791.89832| 346.82627|  -8.52033|  0.011| 23|  4| 927.1|1074.7
 2646|07-Feb-2017 22:03:00 Z|57791.91876| 346.81493|  -8.52551|  0.012| 23|  4| 916.1|1072.6
 2647|07-Feb-2017 22:32:26 Z|57791.93919| 346.80358|  -8.53069|  0.013| 23|  4| 905.1|1070.5
 2648|07-Feb-2017 23:01:51 Z|57791.95962| 346.79224|  -8.53586|  0.014| 23|  4| 894.1|1068.4
 2649|07-Feb-2017 23:31:17 Z|57791.98006| 346.78089|  -8.54104|  0.014| 23|  4| 883.1|1066.4
 2650|08-Feb-2017 00:00:42 Z|57792.00049| 346.76955|  -8.54622|  0.015| 23|  4| 872.2|1064.3
 2651|08-Feb-2017 00:30:08 Z|57792.02092| 346.75820|  -8.55140|  0.016| 23|  4| 861.2|1062.2
 2652|08-Feb-2017 00:59:33 Z|57792.04136| 346.74686|  -8.55657|  0.017| 23|  4| 850.2|1060.1
 2653|08-Feb-2017 01:28:59 Z|57792.06179| 346.73551|  -8.56175|  0.018| 23|  4| 839.2|1058.0
 2654|08-Feb-2017 01:58:24 Z|57792.08222| 346.72417|  -8.56693|  0.018| 23|  4| 828.2|1055.9
 2655|08-Feb-2017 02:27:50 Z|57792.10266| 346.71282|  -8.57210|  0.019| 23|  4| 817.2|1053.8
 2656|08-Feb-2017 02:57:15 Z|57792.12309| 346.70147|  -8.57728|  0.020| 23|  4| 806.3|1051.8
 2657|08-Feb-2017 03:26:41 Z|57792.14352| 346.69012|  -8.58245|  0.020| 23|  4| 795.3|1049.7
 2658|08-Feb-2017 03:56:06 Z|57792.16396| 346.67876|  -8.58763|  0.020| 23|  4| 784.3|1047.6
 2659|08-Feb-2017 04:25:31 Z|57792.18439| 346.66741|  -8.59280|  0.020| 23|  4| 773.3|1045.5
 2660|08-Feb-2017 04:54:57 Z|57792.20483| 346.65605|  -8.59798|  0.020| 23|  4| 762.3|1043.4
 2661|08-Feb-2017 05:24:22 Z|57792.22526| 346.64469|  -8.60315|  0.020| 23|  4| 751.3|1041.3
 2662|08-Feb-2017 05:53:48 Z|57792.24569| 346.63333|  -8.60833|  0.020| 23|  4| 740.3|1039.2
 2663|08-Feb-2017 06:23:13 Z|57792.26613| 346.62197|  -8.61350|  0.020| 23|  4| 729.3|1037.1
 2664|08-Feb-2017 06:52:39 Z|57792.28656| 346.61062|  -8.61868|  0.020| 23|  4| 718.3|1035.1
 2665|08-Feb-2017 07:22:04 Z|57792.30699| 346.59926|  -8.62385|  0.020| 23|  4| 707.3|1033.0
 2666|08-Feb-2017 07:51:30 Z|57792.32743| 346.58790|  -8.62902|  0.020| 23|  4| 696.3|1030.9
 2667|08-Feb-2017 08:20:55 Z|57792.34786| 346.57654|  -8.63419|  0.020| 23|  4| 685.3|1028.8
 2668|08-Feb-2017 08:50:21 Z|57792.36829| 346.56518|  -8.63937|  0.020| 23|  4| 674.3|1026.7
 2669|08-Feb-2017 09:19:46 Z|57792.38873| 346.55381|  -8.64454|  0.021| 23|  4| 663.4|1024.6
 2670|08-Feb-2017 09:49:12 Z|57792.40916| 346.54244|  -8.64971|  0.021| 23|  4| 652.4|1022.5
 2671|08-Feb-2017 10:18:37 Z|57792.42960| 346.53107|  -8.65488|  0.022| 23|  4| 641.4|1020.4
 2672|08-Feb-2017 10:48:02 Z|57792.45003| 346.51970|  -8.66006|  0.023| 23|  4| 630.4|1018.3
 2673|08-Feb-2017 11:17:28 Z|57792.47046| 346.50833|  -8.66523|  0.024| 23|  4| 619.3|1016.2
 2674|08-Feb-2017 11:46:53 Z|57792.49090| 346.49696|  -8.67040|  0.025| 23|  4| 608.3|1014.1
 2675|08-Feb-2017 12:16:19 Z|57792.51133| 346.48559|  -8.67557|  0.026| 23|  4| 597.3|1012.0
 2676|08-Feb-2017 12:45:44 Z|57792.53176| 346.47422|  -8.68074|  0.026| 23|  4| 586.3|1010.0
 2677|08-Feb-2017 13:15:10 Z|57792.55220| 346.46285|  -8.68591|  0.027| 23|  4| 575.3|1007.9
 2678|08-Feb-2017 13:44:35 Z|57792.57263| 346.45147|  -8.69108|  0.028| 23|  4| 564.3|1005.8
 2679|08-Feb-2017 14:14:01 Z|57792.59306| 346.44010|  -8.69625|  0.029| 23|  4| 553.3|1003.7
 2680|08-Feb-2017 14:43:26 Z|57792.61350| 346.42873|  -8.70142|  0.030| 23|  4| 542.3|1001.6
 2681|08-Feb-2017 15:12:52 Z|57792.63393| 346.41735|  -8.70659|  0.030| 23|  4| 531.3| 999.5
 2682|08-Feb-2017 15:42:17 Z|57792.65436| 346.40597|  -8.71176|  0.030| 23|  4| 520.3| 997.4
 2683|08-Feb-2017 16:11:43 Z|57792.67480| 346.39459|  -8.71693|  0.030| 23|  4| 509.3| 995.3
 2684|08-Feb-2017 16:41:08 Z|57792.69523| 346.38320|  -8.72210|  0.030| 23|  4| 498.3| 993.2
 2685|08-Feb-2017 17:10:34 Z|57792.71567| 346.37182|  -8.72727|  0.030| 23|  4| 487.3| 991.1
 2686|08-Feb-2017 17:39:59 Z|57792.73610| 346.36044|  -8.73244|  0.030| 23|  4| 476.3| 989.0
 2687|08-Feb-2017 18:09:24 Z|57792.75653| 346.34905|  -8.73760|  0.030| 23|  4| 465.3| 986.9
 2688|08-Feb-2017 18:38:50 Z|57792.77697| 346.33767|  -8.74277|  0.030| 23|  4| 454.3| 984.8
 2689|08-Feb-2017 19:08:15 Z|57792.79740| 346.32628|  -8.74794|  0.030| 23|  4| 443.3| 982.7
 2690|08-Feb-2017 19:37:41 Z|57792.81783| 346.31490|  -8.75311|  0.030| 23|  4| 432.2| 980.6
 2691|08-Feb-2017 20:07:06 Z|57792.83827| 346.30351|  -8.75827|  0.030| 23|  4| 421.2| 978.5
 2692|08-Feb-2017 20:36:32 Z|57792.85870| 346.29213|  -8.76344|  0.030| 23|  4| 410.2| 976.4
 2693|08-Feb-2017 21:05:57 Z|57792.87913| 346.28074|  -8.76861|  0.030| 23|  4| 399.2| 974.3
 2694|08-Feb-2017 21:35:23 Z|57792.89957| 346.26934|  -8.77377|  0.031| 23|  4| 388.2| 972.2
 2695|08-Feb-2017 22:04:48 Z|57792.92000| 346.25795|  -8.77894|  0.032| 23|  4| 377.2| 970.1
 2696|08-Feb-2017 22:34:14 Z|57792.94044| 346.24655|  -8.78411|  0.033| 23|  4| 366.2| 968.0
 2697|08-Feb-2017 23:03:39 Z|57792.96087| 346.23516|  -8.78927|  0.034| 23|  4| 355.1| 965.9
 2698|08-Feb-2017 23:33:05 Z|57792.98130| 346.22376|  -8.79444|  0.034| 23|  4| 344.1| 963.8
 2699|09-Feb-2017 00:02:30 Z|57793.00174| 346.21237|  -8.79960|  0.035| 23|  4| 333.1| 961.7
 2700|09-Feb-2017 00:31:55 Z|57793.02217| 346.20097|  -8.80477|  0.036| 23|  4| 322.1| 959.6
 2701|09-Feb-2017 01:01:21 Z|57793.04260| 346.18957|  -8.80993|  0.037| 23|  4| 311.1| 957.5
 2702|09-Feb-2017 01:30:46 Z|57793.06304| 346.17817|  -8.81509|  0.038| 23|  4| 300.0| 955.4
 2703|09-Feb-2017 02:00:12 Z|57793.08347| 346.16678|  -8.82026|  0.038| 23|  4| 289.0| 953.3
 2704|09-Feb-2017 02:29:37 Z|57793.10390| 346.15538|  -8.82542|  0.039| 23|  4| 278.0| 951.2
 2705|09-Feb-2017 02:59:03 Z|57793.12434| 346.14398|  -8.83058|  0.040| 23|  4| 267.0| 949.1
 2706|09-Feb-2017 03:28:28 Z|57793.14477| 346.13257|  -8.83575|  0.040| 23|  4| 255.9| 947.0
 2707|09-Feb-2017 03:57:54 Z|57793.16521| 346.12116|  -8.84091|  0.040| 23|  4| 244.9| 944.9
 2708|09-Feb-2017 04:27:19 Z|57793.18564| 346.10976|  -8.84607|  0.040| 23|  4| 233.9| 942.8
 2709|09-Feb-2017 04:56:45 Z|57793.20607| 346.09835|  -8.85124|  0.040| 23|  4| 222.9| 940.7
 2710|09-Feb-2017 05:26:10 Z|57793.22651| 346.08694|  -8.85640|  0.040| 23|  4| 211.8| 938.6
 2711|09-Feb-2017 05:55:36 Z|57793.24694| 346.07553|  -8.86156|  0.040| 23|  4| 200.8| 936.5
 2712|09-Feb-2017 06:25:01 Z|57793.26737| 346.06412|  -8.86672|  0.040| 23|  4| 189.8| 934.4
 2713|09-Feb-2017 06:54:26 Z|57793.28781| 346.05271|  -8.87188|  0.040| 23|  4| 178.7| 932.3
 2714|09-Feb-2017 07:23:52 Z|57793.30824| 346.04130|  -8.87704|  0.040| 23|  4| 167.7| 930.1
 2715|09-Feb-2017 07:53:17 Z|57793.32867| 346.02989|  -8.88220|  0.040| 23|  4| 156.7| 928.0
 2716|09-Feb-2017 08:22:43 Z|57793.34911| 346.01848|  -8.88736|  0.040| 23|  4| 145.7| 925.9
 2717|09-Feb-2017 08:52:08 Z|57793.36954| 346.00707|  -8.89252|  0.040| 23|  4| 134.6| 923.8
 2718|09-Feb-2017 09:21:34 Z|57793.38997| 345.99565|  -8.89768|  0.041| 23|  4| 123.6| 921.7
 2719|09-Feb-2017 09:50:59 Z|57793.41041| 345.98423|  -8.90284|  0.042| 23|  4| 112.5| 919.6
 2720|09-Feb-2017 10:20:25 Z|57793.43084| 345.97281|  -8.90800|  0.042| 23|  4| 101.5| 917.5
 2721|09-Feb-2017 10:49:50 Z|57793.45128| 345.96138|  -8.91316|  0.043| 23|  4|  90.5| 915.4
 2722|09-Feb-2017 11:19:16 Z|57793.47171| 345.94996|  -8.91832|  0.044| 23|  4|  79.4| 913.3
 2723|09-Feb-2017 11:48:41 Z|57793.49214| 345.93854|  -8.92348|  0.045| 23|  4|  68.4| 911.2
 2724|09-Feb-2017 12:18:07 Z|57793.51258| 345.92712|  -8.92864|  0.046| 23|  4|  57.4| 909.1
 2725|09-Feb-2017 12:47:32 Z|57793.53301| 345.91570|  -8.93380|  0.046| 23|  4|  46.3| 907.0
 2726|09-Feb-2017 13:16:58 Z|57793.55344| 345.90427|  -8.93895|  0.047| 23|  4|  35.3| 904.8
 2727|09-Feb-2017 13:46:23 Z|57793.57388| 345.89285|  -8.94411|  0.048| 23|  4|  24.2| 902.7
 2728|09-Feb-2017 14:15:48 Z|57793.59431| 345.88143|  -8.94927|  0.049| 23|  4|  13.2| 900.6
 2729|09-Feb-2017 14:45:14 Z|57793.61474| 345.87000|  -8.95442|  0.050| 23|  4|   2.1| 898.5
 2730|09-Feb-2017 15:14:39 Z|57793.63518| 345.85857|  -8.95958|  0.050| 23|  4|  -8.9| 896.4
 2731|09-Feb-2017 15:44:05 Z|57793.65561| 345.84714|  -8.96474|  0.050| 23|  4| -19.9| 894.3
 2732|09-Feb-2017 16:13:30 Z|57793.67605| 345.83571|  -8.96989|  0.050| 23|  4| -31.0| 892.2
 2733|09-Feb-2017 16:42:56 Z|57793.69648| 345.82427|  -8.97505|  0.050| 23|  4| -42.0| 890.1
 2734|09-Feb-2017 17:12:21 Z|57793.71691| 345.81284|  -8.98021|  0.050| 23|  4| -53.1| 887.9
 2735|09-Feb-2017 17:41:47 Z|57793.73735| 345.80140|  -8.98536|  0.050| 23|  4| -64.1| 885.8
 2736|09-Feb-2017 18:11:12 Z|57793.75778| 345.78997|  -8.99052|  0.050| 23|  4| -75.2| 883.7
 2737|09-Feb-2017 18:40:38 Z|57793.77821| 345.77853|  -8.99567|  0.050| 23|  4| -86.3| 881.6
 2738|09-Feb-2017 19:10:03 Z|57793.79865| 345.76710|  -9.00083|  0.050| 23|  4| -97.3| 879.5
 2739|09-Feb-2017 19:39:29 Z|57793.81908| 345.75566|  -9.00598|  0.050| 23|  4|-108.4| 877.4
 2740|09-Feb-2017 20:08:54 Z|57793.83951| 345.74422|  -9.01113|  0.050| 23|  4|-119.4| 875.2
 2741|09-Feb-2017 20:38:19 Z|57793.85995| 345.73279|  -9.01629|  0.050| 23|  4|-130.5| 873.1
 2742|09-Feb-2017 21:07:45 Z|57793.88038| 345.72135|  -9.02144|  0.050| 23|  4|-141.5| 871.0
 2743|09-Feb-2017 21:37:10 Z|57793.90081| 345.70990|  -9.02659|  0.051| 23|  4|-152.6| 868.9
 2744|09-Feb-2017 22:06:36 Z|57793.92125| 345.69846|  -9.03175|  0.052| 23|  4|-163.6| 866.8
 2745|09-Feb-2017 22:36:01 Z|57793.94168| 345.68701|  -9.03690|  0.053| 23|  4|-174.7| 864.7
 2746|09-Feb-2017 23:05:27 Z|57793.96212| 345.67556|  -9.04205|  0.054| 23|  4|-185.8| 862.5
 2747|09-Feb-2017 23:34:52 Z|57793.98255| 345.66411|  -9.04720|  0.054| 23|  4|-196.8| 860.4
 2748|10-Feb-2017 00:04:18 Z|57794.00298| 345.65267|  -9.05235|  0.055| 23|  4|-207.9| 858.3
 2749|10-Feb-2017 00:33:43 Z|57794.02342| 345.64122|  -9.05751|  0.056| -1|  3|  18.5|  10.5
 2750|10-Feb-2017 01:03:09 Z|57794.04385| 345.62977|  -9.06266|  0.057| -1|  3|  18.5|  10.5
 2751|10-Feb-2017 01:32:34 Z|57794.06428| 345.61832|  -9.06781|  0.058| -1|  3|  18.5|  10.5
 2752|10-Feb-2017 02:02:00 Z|57794.08472| 345.60687|  -9.07296|  0.059| -1|  3|  18.5|  10.5
 2753|10-Feb-2017 02:31:25 Z|57794.10515| 345.59542|  -9.07811|  0.059| -1|  3|  18.5|  10.5
 2754|10-Feb-2017 03:00:50 Z|57794.12558| 345.58397|  -9.08326|  0.060| -1|  3|  18.5|  10.5
 2755|10-Feb-2017 03:30:16 Z|57794.14602| 345.57251|  -9.08841|  0.060| -1|  3|  18.5|  10.5
 2756|10-Feb-2017 03:59:41 Z|57794.16645| 345.56106|  -9.09356|  0.060| -1|  3|  18.5|  10.5
 2757|10-Feb-2017 04:29:07 Z|57794.18689| 345.54960|  -9.09871|  0.060| -1|  3|  18.5|  10.5
 2758|10-Feb-2017 04:58:32 Z|57794.20732| 345.53814|  -9.10385|  0.060| -1|  3|  18.5|  10.5
 2759|10-Feb-2017 05:27:58 Z|57794.22775| 345.52668|  -9.10900|  0.060| -1|  3|  18.5|  10.5
 2760|10-Feb-2017 05:57:23 Z|57794.24819| 345.51522|  -9.11415|  0.060| -1|  3|  18.5|  10.5
 2761|10-Feb-2017 06:26:49 Z|57794.26862| 345.50376|  -9.11930|  0.060| -1|  3|  18.5|  10.5
 2762|10-Feb-2017 06:56:14 Z|57794.28905| 345.49230|  -9.12445|  0.060| -1|  3|  18.5|  10.5
 2763|10-Feb-2017 07:25:40 Z|57794.30949| 345.48084|  -9.12959|  0.060| -1|  3|  18.5|  10.5
 2764|10-Feb-2017 07:55:05 Z|57794.32992| 345.46938|  -9.13474|  0.060| -1|  3|  18.5|  10.5
 2765|10-Feb-2017 08:24:31 Z|57794.35035| 345.45792|  -9.13989|  0.060| -1|  3|  18.5|  10.5
 2766|10-Feb-2017 08:53:56 Z|57794.37079| 345.44645|  -9.14503|  0.060| -1|  3|  18.5|  10.5
 2767|10-Feb-2017 09:23:22 Z|57794.39122| 345.43498|  -9.15018|  0.061| -1|  3|  18.5|  10.5
 2768|10-Feb-2017 09:52:47 Z|57794.41165| 345.42351|  -9.15533|  0.062| -1|  3|  18.5|  10.5
 2769|10-Feb-2017 10:22:12 Z|57794.43209| 345.41204|  -9.16047|  0.062| -1|  3|  18.5|  10.5
 2770|10-Feb-2017 10:51:38 Z|57794.45252| 345.40057|  -9.16562|  0.063| -1|  3|  18.5|  10.5
 2771|10-Feb-2017 11:21:03 Z|57794.47296| 345.38910|  -9.17076|  0.064| -1|  3|  18.5|  10.5
 2772|10-Feb-2017 11:50:29 Z|57794.49339| 345.37763|  -9.17591|  0.065| -1|  3|  18.5|  10.5
 2773|10-Feb-2017 12:19:54 Z|57794.51382| 345.36615|  -9.18105|  0.066| -1|  3|  18.5|  10.5
 2774|10-Feb-2017 12:49:20 Z|57794.53426| 345.35468|  -9.18620|  0.066| -1|  3|  18.5|  10.5
 2775|10-Feb-2017 13:18:45 Z|57794.55469| 345.34321|  -9.19134|  0.067| -1|  3|  18.5|  10.5
 2776|10-Feb-2017 13:48:11 Z|57794.57512| 345.33173|  -9.19649|  0.068| -1|  3|  18.5|  10.5
 2777|10-Feb-2017 14:17:36 Z|57794.59556| 345.32026|  -9.20163|  0.069| -1|  3|  18.5|  10.5
 2778|10-Feb-2017 14:47:02 Z|57794.61599| 345.30879|  -9.20677|  0.070| -1|  3|  18.5|  10.5
 2779|10-Feb-2017 15:16:27 Z|57794.63642| 345.29730|  -9.21191|  0.070| -1|  3|  18.5|  10.5
 2780|10-Feb-2017 15:45:53 Z|57794.65686| 345.28582|  -9.21706|  0.070| -1|  3|  18.5|  10.5
 2781|10-Feb-2017 16:15:18 Z|57794.67729| 345.27434|  -9.22220|  0.070| -1|  3|  18.5|  10.5
 2782|10-Feb-2017 16:44:43 Z|57794.69773| 345.26285|  -9.22734|  0.070| -1|  3|  18.5|  10.5
 2783|10-Feb-2017 17:14:09 Z|57794.71816| 345.25137|  -9.23249|  0.070| -1|  3|  18.5|  10.5
 2784|10-Feb-2017 17:43:34 Z|57794.73859| 345.23988|  -9.23763|  0.070| -1|  3|  18.5|  10.5
 2785|10-Feb-2017 18:13:00 Z|57794.75903| 345.22840|  -9.24277|  0.070| -1|  3|  18.5|  10.5
 2786|10-Feb-2017 18:42:25 Z|57794.77946| 345.21691|  -9.24791|  0.070| -1|  3|  18.5|  10.5
 2787|10-Feb-2017 19:11:51 Z|57794.79989| 345.20543|  -9.25305|  0.070| -1|  3|  18.5|  10.5
 2788|10-Feb-2017 19:41:16 Z|57794.82033| 345.19394|  -9.25819|  0.070| -1|  3|  18.5|  10.5
 2789|10-Feb-2017 20:10:42 Z|57794.84076| 345.18245|  -9.26333|  0.070| -1|  3|  18.5|  10.5
 2790|10-Feb-2017 20:40:07 Z|57794.86119| 345.17097|  -9.26847|  0.070| -1|  3|  18.5|  10.5
 2791|10-Feb-2017 21:09:33 Z|57794.88163| 345.15947|  -9.27361|  0.070| -1|  3|  18.5|  10.5
 2792|10-Feb-2017 21:38:58 Z|57794.90206| 345.14798|  -9.27875|  0.071| -1|  3|  18.5|  10.5
 2793|10-Feb-2017 22:08:24 Z|57794.92250| 345.13648|  -9.28389|  0.072| -1|  3|  18.5|  10.5
 2794|10-Feb-2017 22:37:49 Z|57794.94293| 345.12498|  -9.28902|  0.073| -1|  3|  18.5|  10.5
 2795|10-Feb-2017 23:07:14 Z|57794.96336| 345.11349|  -9.29416|  0.074| -1|  3|  18.5|  10.5
 2796|10-Feb-2017 23:36:40 Z|57794.98380| 345.10199|  -9.29930|  0.074| -1|  3|  18.5|  10.5
 2797|11-Feb-2017 00:06:05 Z|57795.00423| 345.09049|  -9.30444|  0.075| -1|  3|  18.5|  10.5
 2798|11-Feb-2017 00:35:31 Z|57795.02466| 345.07899|  -9.30957|  0.076| -1|  3|  18.5|  10.5
 2799|11-Feb-2017 01:04:56 Z|57795.04510| 345.06749|  -9.31471|  0.077| -1|  3|  18.5|  10.5
 2800|11-Feb-2017 01:34:22 Z|57795.06553| 345.05599|  -9.31985|  0.078| -1|  3|  18.5|  10.5
 2801|11-Feb-2017 02:03:47 Z|57795.08596| 345.04449|  -9.32498|  0.079| -1|  3|  18.5|  10.5
 2802|11-Feb-2017 02:33:13 Z|57795.10640| 345.03299|  -9.33012|  0.079| -1|  3|  18.5|  10.5
 2803|11-Feb-2017 03:02:38 Z|57795.12683| 345.02149|  -9.33525|  0.080| -1|  3|  18.5|  10.5
 2804|11-Feb-2017 03:32:04 Z|57795.14726| 345.00998|  -9.34039|  0.080| -1|  3|  18.5|  10.5
 2805|11-Feb-2017 04:01:29 Z|57795.16770| 344.99847|  -9.34552|  0.080| -1|  3|  18.5|  10.5
 2806|11-Feb-2017 04:30:55 Z|57795.18813| 344.98696|  -9.35065|  0.080| -1|  3|  18.5|  10.5
 2807|11-Feb-2017 05:00:20 Z|57795.20857| 344.97545|  -9.35579|  0.080| -1|  3|  18.5|  10.5
 2808|11-Feb-2017 05:29:46 Z|57795.22900| 344.96394|  -9.36092|  0.080| -1|  3|  18.5|  10.5
 2809|11-Feb-2017 05:59:11 Z|57795.24943| 344.95242|  -9.36605|  0.080| -1|  3|  18.5|  10.5
 2810|11-Feb-2017 06:28:36 Z|57795.26987| 344.94091|  -9.37119|  0.080| -1|  3|  18.5|  10.5
 2811|11-Feb-2017 06:58:02 Z|57795.29030| 344.92940|  -9.37632|  0.080| -1|  3|  18.5|  10.5
 2812|11-Feb-2017 07:27:27 Z|57795.31073| 344.91788|  -9.38145|  0.080| -1|  3|  18.5|  10.5
 2813|11-Feb-2017 07:56:53 Z|57795.33117| 344.90637|  -9.38658|  0.080| -1|  3|  18.5|  10.5
 2814|11-Feb-2017 08:26:18 Z|57795.35160| 344.89485|  -9.39171|  0.080| -1|  3|  18.5|  10.5
 2815|11-Feb-2017 08:55:44 Z|57795.37203| 344.88334|  -9.39684|  0.080| -1|  3|  18.5|  10.5
 2816|11-Feb-2017 09:25:09 Z|57795.39247| 344.87182|  -9.40198|  0.080| -1|  3|  18.5|  10.5
 2817|11-Feb-2017 09:54:35 Z|57795.41290| 344.86030|  -9.40711|  0.080| -1|  3|  18.5|  10.5
 2818|11-Feb-2017 10:24:00 Z|57795.43334| 344.84878|  -9.41224|  0.080| -1|  3|  18.5|  10.5
 2819|11-Feb-2017 10:53:26 Z|57795.45377| 344.83725|  -9.41737|  0.080| -1|  3|  18.5|  10.5
 2820|11-Feb-2017 11:22:51 Z|57795.47420| 344.82573|  -9.42250|  0.080| -1|  3|  18.5|  10.5
 2821|11-Feb-2017 11:52:17 Z|57795.49464| 344.81421|  -9.42763|  0.080| -1|  3|  18.5|  10.5
 2822|11-Feb-2017 12:21:42 Z|57795.51507| 344.80269|  -9.43276|  0.080| -1|  3|  18.5|  10.5
 2823|11-Feb-2017 12:51:07 Z|57795.53550| 344.79116|  -9.43789|  0.080| -1|  3|  18.5|  10.5
 2824|11-Feb-2017 13:20:33 Z|57795.55594| 344.77964|  -9.44302|  0.080| -1|  3|  18.5|  10.5
 2825|11-Feb-2017 13:49:58 Z|57795.57637| 344.76811|  -9.44815|  0.080| -1|  3|  18.5|  10.5
 2826|11-Feb-2017 14:19:24 Z|57795.59680| 344.75659|  -9.45328|  0.080| -1|  3|  18.5|  10.5
 2827|11-Feb-2017 14:48:49 Z|57795.61724| 344.74506|  -9.45841|  0.080| -1|  3|  18.5|  10.5
 2828|11-Feb-2017 15:18:15 Z|57795.63767| 344.73353|  -9.46354|  0.081| -1|  3|  18.5|  10.5
 2829|11-Feb-2017 15:47:40 Z|57795.65810| 344.72200|  -9.46866|  0.081| -1|  3|  18.5|  10.5
 2830|11-Feb-2017 16:17:06 Z|57795.67854| 344.71047|  -9.47379|  0.082| -1|  3|  18.5|  10.5
 2831|11-Feb-2017 16:46:31 Z|57795.69897| 344.69893|  -9.47892|  0.083| -1|  3|  18.5|  10.5
 2832|11-Feb-2017 17:15:57 Z|57795.71941| 344.68740|  -9.48405|  0.084| -1|  3|  18.5|  10.5
 2833|11-Feb-2017 17:45:22 Z|57795.73984| 344.67586|  -9.48918|  0.085| -1|  3|  18.5|  10.5
 2834|11-Feb-2017 18:14:48 Z|57795.76027| 344.66433|  -9.49430|  0.086| -1|  3|  18.5|  10.5
 2835|11-Feb-2017 18:44:13 Z|57795.78071| 344.65279|  -9.49943|  0.086| -1|  3|  18.5|  10.5
 2836|11-Feb-2017 19:13:38 Z|57795.80114| 344.64126|  -9.50455|  0.087| -1|  3|  18.5|  10.5
 2837|11-Feb-2017 19:43:04 Z|57795.82157| 344.62972|  -9.50968|  0.088| -1|  3|  18.5|  10.5
 2838|11-Feb-2017 20:12:29 Z|57795.84201| 344.61819|  -9.51480|  0.089| -1|  3|  18.5|  10.5
 2839|11-Feb-2017 20:41:55 Z|57795.86244| 344.60665|  -9.51993|  0.090| -1|  3|  18.5|  10.5
 2840|11-Feb-2017 21:11:20 Z|57795.88287| 344.59511|  -9.52505|  0.090| -1|  3|  18.5|  10.5
 2841|11-Feb-2017 21:40:46 Z|57795.90331| 344.58356|  -9.53018|  0.090| -1|  3|  18.5|  10.5
 2842|11-Feb-2017 22:10:11 Z|57795.92374| 344.57201|  -9.53530|  0.090| -1|  3|  18.5|  10.5
 2843|11-Feb-2017 22:39:37 Z|57795.94418| 344.56047|  -9.54043|  0.090| -1|  3|  18.5|  10.5
 2844|11-Feb-2017 23:09:02 Z|57795.96461| 344.54892|  -9.54555|  0.090| -1|  3|  18.5|  10.5
 2845|11-Feb-2017 23:38:28 Z|57795.98504| 344.53737|  -9.55067|  0.090| -1|  3|  18.5|  10.5
 2846|12-Feb-2017 00:07:53 Z|57796.00548| 344.52583|  -9.55580|  0.090| -1|  3|  18.5|  10.5
 2847|12-Feb-2017 00:37:19 Z|57796.02591| 344.51428|  -9.56092|  0.090| -1|  3|  18.5|  10.5
 2848|12-Feb-2017 01:06:44 Z|57796.04634| 344.50273|  -9.56604|  0.090| -1|  3|  18.5|  10.5
 2849|12-Feb-2017 01:36:10 Z|57796.06678| 344.49118|  -9.57116|  0.090| -1|  3|  18.5|  10.5
