Mars direct image path in C12
This file created at 24-Jul-2017 14:14:21 by J. Van Cleve K2 Science Office
FFI mid-time 01-Feb-2017 10:11:33 Z MJD 57785.42469
FFI RA  352.94611 DEC   -3.33258 Mag  -0.120 m   8 o   2 r  378.7 c  501.4
Location of Mars in each Cadence for which Mars in within 2 degrees of FOV, mod  = -1 means not on silicon
Note Mars will cast straylight even if image is not on silicon 
RCI    |Calendar |MJD     |Ra       |Dec    |V-Mag |Mod   |Out   |Row  |Col
 1385|13-Jan-2017 03:38:52 Z|57766.15199| 343.06619|  -8.16492| -0.549| -1|  3|  18.5|  10.5
 1386|13-Jan-2017 04:08:18 Z|57766.17243| 343.07616|  -8.15999| -0.548| -1|  3|  18.5|  10.5
 1387|13-Jan-2017 04:37:43 Z|57766.19286| 343.08612|  -8.15506| -0.547| -1|  3|  18.5|  10.5
 1388|13-Jan-2017 05:07:08 Z|57766.21329| 343.09609|  -8.15013| -0.546| -1|  3|  18.5|  10.5
 1389|13-Jan-2017 05:36:34 Z|57766.23373| 343.10606|  -8.14520| -0.546| -1|  3|  18.5|  10.5
 1390|13-Jan-2017 06:05:59 Z|57766.25416| 343.11602|  -8.14027| -0.545| -1|  3|  18.5|  10.5
 1391|13-Jan-2017 06:35:25 Z|57766.27459| 343.12599|  -8.13534| -0.544| -1|  3|  18.5|  10.5
 1392|13-Jan-2017 07:04:50 Z|57766.29503| 343.13596|  -8.13041| -0.543| -1|  3|  18.5|  10.5
 1393|13-Jan-2017 07:34:16 Z|57766.31546| 343.14592|  -8.12548| -0.542| -1|  3|  18.5|  10.5
 1394|13-Jan-2017 08:03:41 Z|57766.33589| 343.15589|  -8.12056| -0.541| -1|  3|  18.5|  10.5
 1395|13-Jan-2017 08:33:07 Z|57766.35633| 343.16586|  -8.11563| -0.541| -1|  3|  18.5|  10.5
 1396|13-Jan-2017 09:02:32 Z|57766.37676| 343.17583|  -8.11070| -0.540| -1|  3|  18.5|  10.5
 1397|13-Jan-2017 09:31:58 Z|57766.39720| 343.18581|  -8.10576| -0.540| -1|  3|  18.5|  10.5
 1398|13-Jan-2017 10:01:23 Z|57766.41763| 343.19579|  -8.10082| -0.540| -1|  3|  18.5|  10.5
 1399|13-Jan-2017 10:30:49 Z|57766.43806| 343.20578|  -8.09589| -0.540| -1|  3|  18.5|  10.5
 1400|13-Jan-2017 11:00:14 Z|57766.45850| 343.21576|  -8.09095| -0.540| -1|  3|  18.5|  10.5
 1401|13-Jan-2017 11:29:40 Z|57766.47893| 343.22574|  -8.08602| -0.540| -1|  3|  18.5|  10.5
 1402|13-Jan-2017 11:59:05 Z|57766.49936| 343.23572|  -8.08108| -0.540| -1|  3|  18.5|  10.5
 1403|13-Jan-2017 12:28:30 Z|57766.51980| 343.24571|  -8.07614| -0.540| -1|  3|  18.5|  10.5
 1404|13-Jan-2017 12:57:56 Z|57766.54023| 343.25569|  -8.07121| -0.540| -1|  3|  18.5|  10.5
 1405|13-Jan-2017 13:27:21 Z|57766.56066| 343.26567|  -8.06627| -0.540| -1|  3|  18.5|  10.5
 1406|13-Jan-2017 13:56:47 Z|57766.58110| 343.27566|  -8.06134| -0.540| -1|  3|  18.5|  10.5
 1407|13-Jan-2017 14:26:12 Z|57766.60153| 343.28564|  -8.05640| -0.540| -1|  3|  18.5|  10.5
 1408|13-Jan-2017 14:55:38 Z|57766.62196| 343.29562|  -8.05146| -0.540| -1|  3|  18.5|  10.5
 1409|13-Jan-2017 15:25:03 Z|57766.64240| 343.30562|  -8.04652| -0.539| -1|  3|  18.5|  10.5
 1410|13-Jan-2017 15:54:29 Z|57766.66283| 343.31562|  -8.04158| -0.538| -1|  3|  18.5|  10.5
 1411|13-Jan-2017 16:23:54 Z|57766.68327| 343.32562|  -8.03664| -0.538| -1|  3|  18.5|  10.5
 1412|13-Jan-2017 16:53:20 Z|57766.70370| 343.33562|  -8.03170| -0.537| -1|  3|  18.5|  10.5
 1413|13-Jan-2017 17:22:45 Z|57766.72413| 343.34562|  -8.02676| -0.536| -1|  3|  18.5|  10.5
 1414|13-Jan-2017 17:52:11 Z|57766.74457| 343.35561|  -8.02182| -0.535| -1|  3|  18.5|  10.5
 1415|13-Jan-2017 18:21:36 Z|57766.76500| 343.36561|  -8.01688| -0.534| -1|  3|  18.5|  10.5
 1416|13-Jan-2017 18:51:01 Z|57766.78543| 343.37561|  -8.01194| -0.533| -1|  3|  18.5|  10.5
 1417|13-Jan-2017 19:20:27 Z|57766.80587| 343.38561|  -8.00700| -0.533| -1|  3|  18.5|  10.5
 1418|13-Jan-2017 19:49:52 Z|57766.82630| 343.39561|  -8.00206| -0.532| -1|  3|  18.5|  10.5
 1419|13-Jan-2017 20:19:18 Z|57766.84673| 343.40561|  -7.99711| -0.531| -1|  3|  18.5|  10.5
 1420|13-Jan-2017 20:48:43 Z|57766.86717| 343.41561|  -7.99217| -0.530| -1|  3|  18.5|  10.5
 1421|13-Jan-2017 21:18:09 Z|57766.88760| 343.42562|  -7.98723| -0.529| -1|  3|  18.5|  10.5
 1422|13-Jan-2017 21:47:34 Z|57766.90804| 343.43563|  -7.98228| -0.529| -1|  3|  18.5|  10.5
 1423|13-Jan-2017 22:17:00 Z|57766.92847| 343.44564|  -7.97733| -0.528| -1|  3|  18.5|  10.5
 1424|13-Jan-2017 22:46:25 Z|57766.94890| 343.45566|  -7.97238| -0.527| -1|  3|  18.5|  10.5
 1425|13-Jan-2017 23:15:51 Z|57766.96934| 343.46567|  -7.96743| -0.526| -1|  3|  18.5|  10.5
 1426|13-Jan-2017 23:45:16 Z|57766.98977| 343.47569|  -7.96249| -0.525| -1|  3|  18.5|  10.5
 1427|14-Jan-2017 00:14:42 Z|57767.01020| 343.48570|  -7.95754| -0.524| -1|  3|  18.5|  10.5
 1428|14-Jan-2017 00:44:07 Z|57767.03064| 343.49571|  -7.95259| -0.524| -1|  3|  18.5|  10.5
 1429|14-Jan-2017 01:13:32 Z|57767.05107| 343.50573|  -7.94764| -0.523| -1|  3|  18.5|  10.5
 1430|14-Jan-2017 01:42:58 Z|57767.07150| 343.51574|  -7.94269| -0.522| -1|  3|  18.5|  10.5
 1431|14-Jan-2017 02:12:23 Z|57767.09194| 343.52576|  -7.93775| -0.521| -1|  3|  18.5|  10.5
 1432|14-Jan-2017 02:41:49 Z|57767.11237| 343.53577|  -7.93280| -0.520| -1|  3|  18.5|  10.5
 1433|14-Jan-2017 03:11:14 Z|57767.13280| 343.54579|  -7.92785| -0.520| -1|  3|  18.5|  10.5
 1434|14-Jan-2017 03:40:40 Z|57767.15324| 343.55582|  -7.92289| -0.520| -1|  3|  18.5|  10.5
 1435|14-Jan-2017 04:10:05 Z|57767.17367| 343.56585|  -7.91794| -0.520| -1|  3|  18.5|  10.5
 1436|14-Jan-2017 04:39:31 Z|57767.19411| 343.57588|  -7.91299| -0.520| -1|  3|  18.5|  10.5
 1437|14-Jan-2017 05:08:56 Z|57767.21454| 343.58591|  -7.90803| -0.520| -1|  3|  18.5|  10.5
 1438|14-Jan-2017 05:38:22 Z|57767.23497| 343.59594|  -7.90308| -0.520| -1|  3|  18.5|  10.5
 1439|14-Jan-2017 06:07:47 Z|57767.25541| 343.60597|  -7.89813| -0.520| -1|  3|  18.5|  10.5
 1440|14-Jan-2017 06:37:13 Z|57767.27584| 343.61600|  -7.89317| -0.520| -1|  3|  18.5|  10.5
 1441|14-Jan-2017 07:06:38 Z|57767.29627| 343.62603|  -7.88822| -0.520| -1|  3|  18.5|  10.5
 1442|14-Jan-2017 07:36:04 Z|57767.31671| 343.63606|  -7.88327| -0.520| -1|  3|  18.5|  10.5
 1443|14-Jan-2017 08:05:29 Z|57767.33714| 343.64609|  -7.87832| -0.520| -1|  3|  18.5|  10.5
 1444|14-Jan-2017 08:34:54 Z|57767.35757| 343.65612|  -7.87336| -0.520| -1|  3|  18.5|  10.5
 1445|14-Jan-2017 09:04:20 Z|57767.37801| 343.66615|  -7.86841| -0.520| -1|  3|  18.5|  10.5
 1446|14-Jan-2017 09:33:45 Z|57767.39844| 343.67620|  -7.86345| -0.519| -1|  3|  18.5|  10.5
 1447|14-Jan-2017 10:03:11 Z|57767.41888| 343.68624|  -7.85849| -0.518| -1|  3|  18.5|  10.5
 1448|14-Jan-2017 10:32:36 Z|57767.43931| 343.69629|  -7.85353| -0.517| -1|  3|  18.5|  10.5
 1449|14-Jan-2017 11:02:02 Z|57767.45974| 343.70633|  -7.84857| -0.516| -1|  3|  18.5|  10.5
 1450|14-Jan-2017 11:31:27 Z|57767.48018| 343.71638|  -7.84361| -0.516| -1|  3|  18.5|  10.5
 1451|14-Jan-2017 12:00:53 Z|57767.50061| 343.72642|  -7.83865| -0.515| -1|  3|  18.5|  10.5
 1452|14-Jan-2017 12:30:18 Z|57767.52104| 343.73646|  -7.83369| -0.514| -1|  3|  18.5|  10.5
 1453|14-Jan-2017 12:59:44 Z|57767.54148| 343.74651|  -7.82873| -0.513| -1|  3|  18.5|  10.5
 1454|14-Jan-2017 13:29:09 Z|57767.56191| 343.75655|  -7.82377| -0.512| -1|  3|  18.5|  10.5
 1455|14-Jan-2017 13:58:35 Z|57767.58234| 343.76660|  -7.81881| -0.512| -1|  3|  18.5|  10.5
 1456|14-Jan-2017 14:28:00 Z|57767.60278| 343.77664|  -7.81385| -0.511| -1|  3|  18.5|  10.5
 1457|14-Jan-2017 14:57:25 Z|57767.62321| 343.78669|  -7.80889| -0.510| -1|  3|  18.5|  10.5
 1458|14-Jan-2017 15:26:51 Z|57767.64364| 343.79675|  -7.80393| -0.510| -1|  3|  18.5|  10.5
 1459|14-Jan-2017 15:56:16 Z|57767.66408| 343.80681|  -7.79896| -0.510| -1|  3|  18.5|  10.5
 1460|14-Jan-2017 16:25:42 Z|57767.68451| 343.81687|  -7.79400| -0.510| -1|  3|  18.5|  10.5
 1461|14-Jan-2017 16:55:07 Z|57767.70495| 343.82693|  -7.78903| -0.510| -1|  3|  18.5|  10.5
 1462|14-Jan-2017 17:24:33 Z|57767.72538| 343.83699|  -7.78407| -0.510| -1|  3|  18.5|  10.5
 1463|14-Jan-2017 17:53:58 Z|57767.74581| 343.84705|  -7.77910| -0.510| -1|  3|  18.5|  10.5
 1464|14-Jan-2017 18:23:24 Z|57767.76625| 343.85711|  -7.77414| -0.510| -1|  3|  18.5|  10.5
 1465|14-Jan-2017 18:52:49 Z|57767.78668| 343.86717|  -7.76917| -0.510| -1|  3|  18.5|  10.5
 1466|14-Jan-2017 19:22:15 Z|57767.80711| 343.87723|  -7.76421| -0.510| -1|  3|  18.5|  10.5
 1467|14-Jan-2017 19:51:40 Z|57767.82755| 343.88729|  -7.75925| -0.510| -1|  3|  18.5|  10.5
 1468|14-Jan-2017 20:21:06 Z|57767.84798| 343.89735|  -7.75428| -0.510| -1|  3|  18.5|  10.5
 1469|14-Jan-2017 20:50:31 Z|57767.86841| 343.90740|  -7.74932| -0.510| -1|  3|  18.5|  10.5
 1470|14-Jan-2017 21:19:56 Z|57767.88885| 343.91748|  -7.74435| -0.509| -1|  3|  18.5|  10.5
 1471|14-Jan-2017 21:49:22 Z|57767.90928| 343.92755|  -7.73938| -0.509| -1|  3|  18.5|  10.5
 1472|14-Jan-2017 22:18:47 Z|57767.92972| 343.93763|  -7.73440| -0.508| -1|  3|  18.5|  10.5
 1473|14-Jan-2017 22:48:13 Z|57767.95015| 343.94770|  -7.72943| -0.507| -1|  3|  18.5|  10.5
 1474|14-Jan-2017 23:17:38 Z|57767.97058| 343.95778|  -7.72446| -0.506| -1|  3|  18.5|  10.5
 1475|14-Jan-2017 23:47:04 Z|57767.99102| 343.96785|  -7.71949| -0.505| -1|  3|  18.5|  10.5
 1476|15-Jan-2017 00:16:29 Z|57768.01145| 343.97792|  -7.71452| -0.504| -1|  3|  18.5|  10.5
 1477|15-Jan-2017 00:45:55 Z|57768.03188| 343.98800|  -7.70955| -0.504| -1|  3|  18.5|  10.5
 1478|15-Jan-2017 01:15:20 Z|57768.05232| 343.99807|  -7.70458| -0.503| -1|  3|  18.5|  10.5
 1479|15-Jan-2017 01:44:46 Z|57768.07275| 344.00815|  -7.69961| -0.502| -1|  3|  18.5|  10.5
 1480|15-Jan-2017 02:14:11 Z|57768.09318| 344.01822|  -7.69464| -0.501| -1|  3|  18.5|  10.5
 1481|15-Jan-2017 02:43:37 Z|57768.11362| 344.02830|  -7.68966| -0.500| -1|  3|  18.5|  10.5
 1482|15-Jan-2017 03:13:02 Z|57768.13405| 344.03838|  -7.68469| -0.500| -1|  3|  18.5|  10.5
 1483|15-Jan-2017 03:42:27 Z|57768.15448| 344.04847|  -7.67971| -0.499| -1|  3|  18.5|  10.5
 1484|15-Jan-2017 04:11:53 Z|57768.17492| 344.05856|  -7.67474| -0.498| -1|  3|  18.5|  10.5
 1485|15-Jan-2017 04:41:18 Z|57768.19535| 344.06865|  -7.66976| -0.497| -1|  3|  18.5|  10.5
 1486|15-Jan-2017 05:10:44 Z|57768.21579| 344.07874|  -7.66478| -0.496| -1|  3|  18.5|  10.5
 1487|15-Jan-2017 05:40:09 Z|57768.23622| 344.08883|  -7.65981| -0.495| -1|  3|  18.5|  10.5
 1488|15-Jan-2017 06:09:35 Z|57768.25665| 344.09892|  -7.65483| -0.495| -1|  3|  18.5|  10.5
 1489|15-Jan-2017 06:39:00 Z|57768.27709| 344.10901|  -7.64985| -0.494| -1|  3|  18.5|  10.5
 1490|15-Jan-2017 07:08:26 Z|57768.29752| 344.11910|  -7.64488| -0.493| -1|  3|  18.5|  10.5
 1491|15-Jan-2017 07:37:51 Z|57768.31795| 344.12919|  -7.63990| -0.492| -1|  3|  18.5|  10.5
 1492|15-Jan-2017 08:07:17 Z|57768.33839| 344.13928|  -7.63492| -0.491| -1|  3|  18.5|  10.5
 1493|15-Jan-2017 08:36:42 Z|57768.35882| 344.14937|  -7.62995| -0.491| -1|  3|  18.5|  10.5
 1494|15-Jan-2017 09:06:08 Z|57768.37925| 344.15947|  -7.62497| -0.490| -1|  3|  18.5|  10.5
 1495|15-Jan-2017 09:35:33 Z|57768.39969| 344.16957|  -7.61998| -0.490| -1|  3|  18.5|  10.5
 1496|15-Jan-2017 10:04:59 Z|57768.42012| 344.17968|  -7.61500| -0.490| -1|  3|  18.5|  10.5
 1497|15-Jan-2017 10:34:24 Z|57768.44056| 344.18978|  -7.61002| -0.490| -1|  3|  18.5|  10.5
 1498|15-Jan-2017 11:03:49 Z|57768.46099| 344.19988|  -7.60504| -0.490| -1|  3|  18.5|  10.5
 1499|15-Jan-2017 11:33:15 Z|57768.48142| 344.20999|  -7.60005| -0.490| -1|  3|  18.5|  10.5
 1500|15-Jan-2017 12:02:40 Z|57768.50186| 344.22009|  -7.59507| -0.490| -1|  3|  18.5|  10.5
 1501|15-Jan-2017 12:32:06 Z|57768.52229| 344.23020|  -7.59009| -0.490| -1|  3|  18.5|  10.5
 1502|15-Jan-2017 13:01:31 Z|57768.54272| 344.24030|  -7.58511| -0.490| -1|  3|  18.5|  10.5
 1503|15-Jan-2017 13:30:57 Z|57768.56316| 344.25040|  -7.58012| -0.490| -1|  3|  18.5|  10.5
 1504|15-Jan-2017 14:00:22 Z|57768.58359| 344.26051|  -7.57514| -0.490| -1|  3|  18.5|  10.5
 1505|15-Jan-2017 14:29:48 Z|57768.60402| 344.27061|  -7.57016| -0.490| -1|  3|  18.5|  10.5
 1506|15-Jan-2017 14:59:13 Z|57768.62446| 344.28072|  -7.56518| -0.490| -1|  3|  18.5|  10.5
 1507|15-Jan-2017 15:28:39 Z|57768.64489| 344.29084|  -7.56019| -0.489| -1|  3|  18.5|  10.5
 1508|15-Jan-2017 15:58:04 Z|57768.66533| 344.30096|  -7.55520| -0.488| -1|  3|  18.5|  10.5
 1509|15-Jan-2017 16:27:30 Z|57768.68576| 344.31108|  -7.55021| -0.487| -1|  3|  18.5|  10.5
 1510|15-Jan-2017 16:56:55 Z|57768.70619| 344.32120|  -7.54522| -0.487| -1|  3|  18.5|  10.5
 1511|15-Jan-2017 17:26:20 Z|57768.72663| 344.33132|  -7.54023| -0.486| -1|  3|  18.5|  10.5
 1512|15-Jan-2017 17:55:46 Z|57768.74706| 344.34143|  -7.53525| -0.485| -1|  3|  18.5|  10.5
 1513|15-Jan-2017 18:25:11 Z|57768.76749| 344.35155|  -7.53026| -0.484| -1|  3|  18.5|  10.5
 1514|15-Jan-2017 18:54:37 Z|57768.78793| 344.36167|  -7.52527| -0.483| -1|  3|  18.5|  10.5
 1515|15-Jan-2017 19:24:02 Z|57768.80836| 344.37179|  -7.52028| -0.483| -1|  3|  18.5|  10.5
 1516|15-Jan-2017 19:53:28 Z|57768.82879| 344.38191|  -7.51529| -0.482| -1|  3|  18.5|  10.5
 1517|15-Jan-2017 20:22:53 Z|57768.84923| 344.39203|  -7.51030| -0.481| -1|  3|  18.5|  10.5
 1518|15-Jan-2017 20:52:19 Z|57768.86966| 344.40215|  -7.50532| -0.480| -1|  3|  18.5|  10.5
 1519|15-Jan-2017 21:21:44 Z|57768.89009| 344.41228|  -7.50032| -0.480| -1|  3|  18.5|  10.5
 1520|15-Jan-2017 21:51:10 Z|57768.91053| 344.42242|  -7.49533| -0.480| -1|  3|  18.5|  10.5
 1521|15-Jan-2017 22:20:35 Z|57768.93096| 344.43255|  -7.49033| -0.480| -1|  3|  18.5|  10.5
 1522|15-Jan-2017 22:50:01 Z|57768.95140| 344.44268|  -7.48534| -0.480| -1|  3|  18.5|  10.5
 1523|15-Jan-2017 23:19:26 Z|57768.97183| 344.45282|  -7.48035| -0.480| -1|  3|  18.5|  10.5
 1524|15-Jan-2017 23:48:51 Z|57768.99226| 344.46295|  -7.47535| -0.480| -1|  3|  18.5|  10.5
 1525|16-Jan-2017 00:18:17 Z|57769.01270| 344.47308|  -7.47036| -0.480| -1|  3|  18.5|  10.5
 1526|16-Jan-2017 00:47:42 Z|57769.03313| 344.48322|  -7.46536| -0.480| -1|  3|  18.5|  10.5
 1527|16-Jan-2017 01:17:08 Z|57769.05356| 344.49335|  -7.46037| -0.480| -1|  3|  18.5|  10.5
 1528|16-Jan-2017 01:46:33 Z|57769.07400| 344.50348|  -7.45538| -0.480| -1|  3|  18.5|  10.5
 1529|16-Jan-2017 02:15:59 Z|57769.09443| 344.51362|  -7.45038| -0.480| 24|  3|-202.8| 566.6
 1530|16-Jan-2017 02:45:24 Z|57769.11486| 344.52375|  -7.44539| -0.480| 24|  3|-192.8| 565.0
 1531|16-Jan-2017 03:14:50 Z|57769.13530| 344.53389|  -7.44039| -0.479| 24|  3|-182.7| 563.4
 1532|16-Jan-2017 03:44:15 Z|57769.15573| 344.54404|  -7.43539| -0.479| 24|  3|-172.7| 561.8
 1533|16-Jan-2017 04:13:41 Z|57769.17617| 344.55419|  -7.43039| -0.478| 24|  3|-162.6| 560.3
 1534|16-Jan-2017 04:43:06 Z|57769.19660| 344.56434|  -7.42539| -0.477| 24|  3|-152.6| 558.7
 1535|16-Jan-2017 05:12:32 Z|57769.21703| 344.57449|  -7.42039| -0.476| 24|  3|-142.5| 557.1
 1536|16-Jan-2017 05:41:57 Z|57769.23747| 344.58464|  -7.41539| -0.475| 24|  3|-132.4| 555.5
 1537|16-Jan-2017 06:11:23 Z|57769.25790| 344.59478|  -7.41039| -0.475| 24|  3|-122.4| 553.9
 1538|16-Jan-2017 06:40:48 Z|57769.27833| 344.60493|  -7.40539| -0.474| 24|  3|-112.3| 552.3
 1539|16-Jan-2017 07:10:13 Z|57769.29877| 344.61508|  -7.40039| -0.473| 24|  3|-102.3| 550.8
 1540|16-Jan-2017 07:39:39 Z|57769.31920| 344.62523|  -7.39539| -0.472| 24|  3| -92.2| 549.2
 1541|16-Jan-2017 08:09:04 Z|57769.33963| 344.63538|  -7.39039| -0.471| 24|  3| -82.1| 547.6
 1542|16-Jan-2017 08:38:30 Z|57769.36007| 344.64552|  -7.38539| -0.470| 24|  3| -72.1| 546.0
 1543|16-Jan-2017 09:07:55 Z|57769.38050| 344.65568|  -7.38039| -0.470| 24|  3| -62.0| 544.4
 1544|16-Jan-2017 09:37:21 Z|57769.40093| 344.66584|  -7.37539| -0.470| 24|  3| -51.9| 542.8
 1545|16-Jan-2017 10:06:46 Z|57769.42137| 344.67600|  -7.37038| -0.470| 24|  3| -41.9| 541.2
 1546|16-Jan-2017 10:36:12 Z|57769.44180| 344.68617|  -7.36538| -0.470| 24|  3| -31.8| 539.6
 1547|16-Jan-2017 11:05:37 Z|57769.46224| 344.69633|  -7.36037| -0.470| 24|  3| -21.7| 538.1
 1548|16-Jan-2017 11:35:03 Z|57769.48267| 344.70649|  -7.35537| -0.470| 24|  3| -11.7| 536.5
 1549|16-Jan-2017 12:04:28 Z|57769.50310| 344.71666|  -7.35037| -0.470| 24|  3|  -1.6| 534.9
 1550|16-Jan-2017 12:33:54 Z|57769.52354| 344.72682|  -7.34536| -0.470| 24|  3|   8.5| 533.3
 1551|16-Jan-2017 13:03:19 Z|57769.54397| 344.73698|  -7.34036| -0.470| 24|  3|  18.6| 531.7
 1552|16-Jan-2017 13:32:44 Z|57769.56440| 344.74714|  -7.33535| -0.470| 24|  3|  28.6| 530.1
 1553|16-Jan-2017 14:02:10 Z|57769.58484| 344.75731|  -7.33035| -0.470| 24|  3|  38.7| 528.5
 1554|16-Jan-2017 14:31:35 Z|57769.60527| 344.76747|  -7.32534| -0.470| 24|  3|  48.8| 526.9
 1555|16-Jan-2017 15:01:01 Z|57769.62570| 344.77764|  -7.32034| -0.470| 24|  3|  58.8| 525.3
 1556|16-Jan-2017 15:30:26 Z|57769.64614| 344.78781|  -7.31533| -0.469| 24|  3|  68.9| 523.7
 1557|16-Jan-2017 15:59:52 Z|57769.66657| 344.79799|  -7.31031| -0.468| 24|  3|  79.0| 522.1
 1558|16-Jan-2017 16:29:17 Z|57769.68701| 344.80817|  -7.30530| -0.467| 24|  3|  89.1| 520.5
 1559|16-Jan-2017 16:58:43 Z|57769.70744| 344.81834|  -7.30029| -0.467| 24|  3|  99.2| 518.9
 1560|16-Jan-2017 17:28:08 Z|57769.72787| 344.82852|  -7.29528| -0.466| 24|  3| 109.2| 517.3
 1561|16-Jan-2017 17:57:34 Z|57769.74831| 344.83870|  -7.29027| -0.465| 24|  3| 119.3| 515.7
 1562|16-Jan-2017 18:26:59 Z|57769.76874| 344.84887|  -7.28526| -0.464| 24|  3| 129.4| 514.1
 1563|16-Jan-2017 18:56:25 Z|57769.78917| 344.85905|  -7.28025| -0.463| 24|  3| 139.5| 512.5
 1564|16-Jan-2017 19:25:50 Z|57769.80961| 344.86923|  -7.27524| -0.462| 24|  3| 149.6| 510.9
 1565|16-Jan-2017 19:55:15 Z|57769.83004| 344.87940|  -7.27023| -0.462| 24|  3| 159.7| 509.3
 1566|16-Jan-2017 20:24:41 Z|57769.85047| 344.88958|  -7.26521| -0.461| 24|  3| 169.7| 507.7
 1567|16-Jan-2017 20:54:06 Z|57769.87091| 344.89976|  -7.26020| -0.460| 24|  3| 179.8| 506.1
 1568|16-Jan-2017 21:23:32 Z|57769.89134| 344.90995|  -7.25519| -0.459| 24|  3| 189.9| 504.5
 1569|16-Jan-2017 21:52:57 Z|57769.91177| 344.92014|  -7.25017| -0.458| 24|  3| 200.0| 502.9
 1570|16-Jan-2017 22:22:23 Z|57769.93221| 344.93033|  -7.24516| -0.458| 24|  3| 210.1| 501.3
 1571|16-Jan-2017 22:51:48 Z|57769.95264| 344.94052|  -7.24014| -0.457| 24|  3| 220.2| 499.7
 1572|16-Jan-2017 23:21:14 Z|57769.97308| 344.95071|  -7.23512| -0.456| 24|  3| 230.3| 498.1
 1573|16-Jan-2017 23:50:39 Z|57769.99351| 344.96090|  -7.23011| -0.455| 24|  3| 240.4| 496.5
 1574|17-Jan-2017 00:20:05 Z|57770.01394| 344.97110|  -7.22509| -0.454| 24|  3| 250.5| 494.9
 1575|17-Jan-2017 00:49:30 Z|57770.03438| 344.98129|  -7.22007| -0.454| 24|  3| 260.6| 493.3
 1576|17-Jan-2017 01:18:56 Z|57770.05481| 344.99148|  -7.21506| -0.453| 24|  3| 270.7| 491.7
 1577|17-Jan-2017 01:48:21 Z|57770.07524| 345.00167|  -7.21004| -0.452| 24|  3| 280.8| 490.1
 1578|17-Jan-2017 02:17:47 Z|57770.09568| 345.01186|  -7.20503| -0.451| 24|  3| 290.8| 488.5
 1579|17-Jan-2017 02:47:12 Z|57770.11611| 345.02205|  -7.20001| -0.450| 24|  3| 300.9| 486.9
 1580|17-Jan-2017 03:16:37 Z|57770.13654| 345.03225|  -7.19499| -0.450| 24|  3| 311.0| 485.3
 1581|17-Jan-2017 03:46:03 Z|57770.15698| 345.04246|  -7.18997| -0.450| 24|  3| 321.1| 483.7
 1582|17-Jan-2017 04:15:28 Z|57770.17741| 345.05267|  -7.18495| -0.450| 24|  3| 331.2| 482.1
 1583|17-Jan-2017 04:44:54 Z|57770.19785| 345.06287|  -7.17993| -0.450| 24|  3| 341.4| 480.4
 1584|17-Jan-2017 05:14:19 Z|57770.21828| 345.07308|  -7.17490| -0.450| 24|  3| 351.5| 478.8
 1585|17-Jan-2017 05:43:45 Z|57770.23871| 345.08328|  -7.16988| -0.450| 24|  3| 361.6| 477.2
 1586|17-Jan-2017 06:13:10 Z|57770.25915| 345.09349|  -7.16486| -0.450| 24|  3| 371.7| 475.6
 1587|17-Jan-2017 06:42:36 Z|57770.27958| 345.10369|  -7.15984| -0.450| 24|  3| 381.8| 474.0
 1588|17-Jan-2017 07:12:01 Z|57770.30001| 345.11390|  -7.15482| -0.450| 24|  3| 391.9| 472.4
 1589|17-Jan-2017 07:41:27 Z|57770.32045| 345.12410|  -7.14979| -0.450| 24|  3| 402.0| 470.8
 1590|17-Jan-2017 08:10:52 Z|57770.34088| 345.13431|  -7.14477| -0.450| 24|  3| 412.1| 469.2
 1591|17-Jan-2017 08:40:18 Z|57770.36131| 345.14451|  -7.13975| -0.450| 24|  3| 422.2| 467.5
 1592|17-Jan-2017 09:09:43 Z|57770.38175| 345.15473|  -7.13473| -0.450| 24|  3| 432.3| 465.9
 1593|17-Jan-2017 09:39:08 Z|57770.40218| 345.16495|  -7.12970| -0.449| 24|  3| 442.4| 464.3
 1594|17-Jan-2017 10:08:34 Z|57770.42261| 345.17516|  -7.12467| -0.448| 24|  3| 452.5| 462.7
 1595|17-Jan-2017 10:37:59 Z|57770.44305| 345.18538|  -7.11964| -0.447| 24|  3| 462.6| 461.1
 1596|17-Jan-2017 11:07:25 Z|57770.46348| 345.19560|  -7.11462| -0.446| 24|  3| 472.8| 459.5
 1597|17-Jan-2017 11:36:50 Z|57770.48392| 345.20582|  -7.10959| -0.446| 24|  3| 482.9| 457.8
 1598|17-Jan-2017 12:06:16 Z|57770.50435| 345.21604|  -7.10456| -0.445| 24|  3| 493.0| 456.2
 1599|17-Jan-2017 12:35:41 Z|57770.52478| 345.22626|  -7.09953| -0.444| 24|  3| 503.1| 454.6
 1600|17-Jan-2017 13:05:07 Z|57770.54522| 345.23648|  -7.09451| -0.443| 24|  3| 513.2| 453.0
 1601|17-Jan-2017 13:34:32 Z|57770.56565| 345.24670|  -7.08948| -0.442| 24|  3| 523.3| 451.4
 1602|17-Jan-2017 14:03:58 Z|57770.58608| 345.25692|  -7.08445| -0.441| 24|  3| 533.5| 449.7
 1603|17-Jan-2017 14:33:23 Z|57770.60652| 345.26714|  -7.07942| -0.441| 24|  3| 543.6| 448.1
 1604|17-Jan-2017 15:02:49 Z|57770.62695| 345.27736|  -7.07440| -0.440| 24|  3| 553.7| 446.5
 1605|17-Jan-2017 15:32:14 Z|57770.64738| 345.28759|  -7.06936| -0.440| 24|  3| 563.8| 444.9
